10.382,7.618,9.573,7.193,10.406,11.852,7.992,11.209,10.363,7.784,9.087,11.939,12.707,16.184,12.124,16.42,16.082,11.949,12.908,4.137,0.0,4.29,4.62,6.473,4.374,0.2,4.633,7.475,13.103,2.674,13.436
5.962,6.092,6.906,4.34,8.321,10.206,6.174,7.013,5.047,6.367,9.233,10.025,12.374,14.735,11.316,13.593,14.633,12.095,12.103,4.282,4.29,0.0,2.107,4.801,4.52,4.368,0.343,4.672,10.377,2.4,12.631
5.444,4.281,5.095,2.529,6.456,8.536,4.363,6.262,4.625,4.556,7.329,8.623,9.475,13.431,9.371,12.842,13.329,9.196,9.593,2.377,4.62,2.107,0.0,2.99,2.615,4.698,2.45,2.861,9.626,2.248,10.121
3.986,1.687,3.375,1.121,4.209,5.942,1.769,4.804,3.034,1.962,4.327,6.029,6.777,10.733,6.673,9.979,10.631,6.498,6.999,2.944,6.104,4.801,2.99,0.0,2.834,6.182,5.144,1.403,6.905,3.732,7.527
6.628,3.864,5.819,3.739,6.652,8.098,4.238,7.455,6.609,4.03,5.111,8.185,8.474,12.43,8.37,12.666,12.328,8.195,9.154,0.385,4.374,4.52,2.615,2.94,0.0,4.452,4.863,4.021,9.349,2.579,10.607
10.46,7.696,9.651,7.271,10.484,11.93,8.07,11.287,10.441,7.862,9.165,12.017,12.785,16.262,12.202,16.498,16.16,12.027,12.986,4.215,0.2,4.368,4.698,6.551,4.452,0.0,4.711,7.553,13.181,2.752,13.514
6.159,6.435,7.249,4.683,8.518,10.403,6.517,7.21,5.244,6.71,9.576,10.222,12.717,14.932,12.254,13.79,14.83,12.438,12.3,4.625,4.633,0.343,2.45,5.144,4.863,4.711,0.0,5.015,10.574,2.743,12.828
2.789,2.146,2.524,0.891,4.916,6.8,2.285,3.607,2.158,2.478,5.816,6.619,7.595,11.551,7.491,10.187,11.449,7.316,7.515,4.255,7.475,5.861,2.861,1.474,4.145,7.553,6.058,0.0,6.971,5.103,9.225
4.188,5.846,3.952,6.655,3.566,4.975,5.677,3.359,5.669,5.713,6.382,4.794,6.993,8.114,5.636,5.111,7.795,5.634,5.598,10.685,13.953,11.775,8.625,8.656,10.576,14.408,11.972,6.946,0.0,11.581,6.126
7.641,5.091,7.08,4.821,7.914,9.325,5.474,8.333,6.734,5.256,7.292,9.412,9.701,13.657,9.597,13.893,13.555,9.422,10.381,2.341,2.674,2.4,2.248,4.101,2.579,2.752,2.743,4.932,12.019,0.0,11.834
8.047,6.158,6.205,8.004,5.209,3.088,5.989,5.614,7.923,6.025,6.136,2.825,3.263,2.197,1.841,5.146,2.094,2.085,0.728,9.788,13.433,12.631,10.105,7.582,9.679,13.511,12.828,7.848,6.126,10.905,0.0
